Gene ID,Control,Cancer
ENSG00000104979,1364.758621,1792.75
ENSG00000104980,1035,1063
ENSG00000104983,383.6206897,491.3333333
ENSG00000104998,445.8965517,248
ENSG00000105011,169.5862069,585.1666667
ENSG00000105048,13.62068966,381.6666667
ENSG00000105053,975.9655172,1057
ENSG00000105058,1726.724138,2226.861111
ENSG00000105063,2776.034483,3008.444444
ENSG00000105072,181.6896552,193.9444444
ENSG00000105085,195.2068966,232.6944444
ENSG00000105088,119.1724138,388.3611111
ENSG00000105122,978.7931034,397.8611111
ENSG00000105127,1453.206897,1748.694444
ENSG00000105131,206.2068966,607.1388889
ENSG00000105135,1558,2016.027778
ENSG00000105136,199.3793103,337.0277778
ENSG00000105137,718.0344828,335.6111111
ENSG00000105141,208.2068966,959.8333333
ENSG00000105143,100.1034483,391.75
ENSG00000105146,67.96551724,60.94444444
ENSG00000105171,862.5172414,1079.833333
ENSG00000105173,195.2068966,486.9722222
ENSG00000105176,2581.931034,2917.722222
ENSG00000105185,1447.482759,2414.777778
ENSG00000105186,1131.275862,1271.861111
ENSG00000105193,18462.89655,22129.30556
ENSG00000105197,1091.413793,1527.666667
ENSG00000105198,0,0.027777778
ENSG00000105202,3094.448276,4373.472222
ENSG00000105204,569.8965517,746.25
ENSG00000105205,220.9310345,181.2777778
ENSG00000105219,8.965517241,35.91666667
ENSG00000105220,3747.551724,5998
ENSG00000105221,3772.758621,3610
ENSG00000105223,4705.551724,4658.25
ENSG00000105227,266.4827586,101.75
ENSG00000105229,720.8275862,816.3611111
ENSG00000105245,869.6206897,712.5555556
ENSG00000105246,179.0689655,46.86111111
ENSG00000105248,545.7241379,515.5833333
ENSG00000105251,18.27586207,6.916666667
ENSG00000105254,1543.413793,2085.416667
ENSG00000105255,31.03448276,106.6111111
ENSG00000105258,643.8275862,1006.777778
ENSG00000105261,0.896551724,2.5
ENSG00000105270,1305.62069,257.3888889
ENSG00000105278,3.137931034,5.111111111
ENSG00000105281,5848.275862,4620.722222
ENSG00000105287,2413.517241,2566.944444
ENSG00000105289,1029.275862,1001.694444
ENSG00000105290,42.68965517,116.25
ENSG00000105298,907.5862069,932.2777778
ENSG00000105321,1039.793103,826.5
ENSG00000105323,7014.172414,7170.861111
ENSG00000105325,1404.724138,1526.888889
ENSG00000105327,357.9655172,387.7777778
ENSG00000105329,3770.862069,3381.916667
ENSG00000105339,1334.827586,694.7222222
ENSG00000105341,766.1724138,820.7222222
ENSG00000105352,56.03448276,17.88888889
ENSG00000105355,1711.068966,1968.5
ENSG00000105357,4612.034483,6163.166667
ENSG00000105364,1203.827586,1978.361111
ENSG00000105366,80.86206897,35.69444444
ENSG00000105369,926.2758621,135.6111111
ENSG00000105370,0.206896552,0.055555556
ENSG00000105371,81.24137931,32.83333333
ENSG00000105372,18346.7931,21885.19444
ENSG00000105373,11813.44828,7607.972222
ENSG00000105374,325.8275862,189.9444444
ENSG00000105376,84.72413793,117.75
ENSG00000105379,522.862069,689.75
ENSG00000105383,205.3793103,72.80555556
ENSG00000105388,1328.137931,1769.611111
ENSG00000105392,0.034482759,0.083333333
ENSG00000105393,494.7931034,689.9166667
ENSG00000105397,3143.689655,3332.361111
ENSG00000105398,141.6551724,220.7777778
ENSG00000105401,4731.689655,5642.583333
ENSG00000105402,2990.344828,2994.944444
ENSG00000105404,1778.344828,1694.944444
ENSG00000105409,39.4137931,80.19444444
ENSG00000105419,394.3103448,243.1666667
ENSG00000105426,3912.551724,2981.222222
ENSG00000105427,58.20689655,490.7222222
ENSG00000105428,0,0
ENSG00000105429,1805.551724,1417.194444
ENSG00000105438,3989.586207,4709.166667
ENSG00000105443,1574.068966,2141.583333
ENSG00000105447,872.137931,1000.083333
ENSG00000105464,49.24137931,328.3611111
ENSG00000105467,1.068965517,4.416666667
ENSG00000105472,818.137931,281.0833333
ENSG00000105479,17.55172414,58.83333333
ENSG00000105483,1392.586207,890.3611111
ENSG00000105486,887.7931034,1501.638889
ENSG00000105492,110.8965517,79.77777778
ENSG00000105497,217.0689655,375.1666667
ENSG00000105499,424.137931,185.9166667
ENSG00000105501,47.44827586,65
ENSG00000105507,0.413793103,0.055555556
ENSG00000105509,159.3793103,13.02777778
ENSG00000105514,773.2758621,787.3055556
ENSG00000105516,265.5172414,268.9722222
ENSG00000105518,1141.482759,1132.583333
ENSG00000105519,1962.931034,2808.222222
ENSG00000105520,943.1034483,674.1388889
ENSG00000105523,338.0689655,294.7222222
ENSG00000105538,667.3448276,294.8888889
ENSG00000105549,4.655172414,11.22222222
ENSG00000105550,0.103448276,0.222222222
ENSG00000105552,2304.965517,2325
ENSG00000105556,812.2068966,805.9166667
ENSG00000105559,1269.551724,523.9166667
ENSG00000105568,4529.103448,4994.972222
ENSG00000105576,2379.689655,2751.027778
ENSG00000105583,1264.551724,1577.861111
ENSG00000105605,0.517241379,0.277777778
ENSG00000105607,564.2758621,657.0833333
ENSG00000105609,754.5172414,137.1388889
ENSG00000105610,1.137931034,2.027777778
ENSG00000105612,1229.758621,1422.694444
ENSG00000105613,14.20689655,155.9166667
ENSG00000105617,333.2413793,324.9444444
ENSG00000105618,1572.103448,1927.416667
ENSG00000105619,490.5862069,697.6944444
ENSG00000105639,2083.793103,826.4166667
ENSG00000105640,17500.34483,19542.33333
ENSG00000105641,36.10344828,92.33333333
ENSG00000105642,14.06896552,19.22222222
ENSG00000105643,1475.172414,1007.611111
ENSG00000105647,6,7.611111111
ENSG00000105649,88.51724138,94.83333333
ENSG00000105650,146.6206897,134.9444444
ENSG00000105655,1658.413793,2155.055556
ENSG00000105656,764.2413793,509.25
ENSG00000105662,857.5172414,737.3611111
ENSG00000105663,2532.344828,3042.666667
ENSG00000105664,378.4137931,390.25
ENSG00000105668,6167.37931,5103.25
ENSG00000105669,1374.793103,1725.138889
ENSG00000105671,769.862069,1119.25
ENSG00000105672,38.82758621,103.6944444
ENSG00000105675,1.310344828,6.888888889
ENSG00000105676,643.1034483,798.9444444
ENSG00000105677,1342.655172,2243.722222
ENSG00000105679,1.103448276,1.166666667
ENSG00000105694,0.034482759,0
ENSG00000105695,4.068965517,1.25
ENSG00000105696,41.17241379,12.22222222
ENSG00000105697,18.27586207,11.83333333
ENSG00000105698,3000.758621,3180.111111
ENSG00000105699,2507.275862,5737.083333
ENSG00000105700,2101.862069,2343.722222
ENSG00000105701,5234.758621,5368.472222
ENSG00000105705,779.2068966,963.6666667
ENSG00000105707,18.31034483,38.61111111
ENSG00000105708,266.0689655,292.3611111
ENSG00000105711,335.3103448,87.91666667
ENSG00000105717,259.0344828,229.2222222
ENSG00000105722,2139.862069,1713.694444
ENSG00000105723,1168.586207,1490.777778
ENSG00000105726,1921.068966,2397.361111
ENSG00000105732,353.3793103,397.6666667
ENSG00000105737,147.862069,111.1111111
ENSG00000105738,1532.137931,1518.861111
ENSG00000105750,179.3103448,312.2777778
ENSG00000105755,754.3448276,1021.5
ENSG00000105767,476.0344828,1073.666667
ENSG00000105771,794.4482759,986.2777778
ENSG00000105778,1061.103448,1633.388889
ENSG00000105784,153.5172414,34.25
ENSG00000105792,270.4482759,284.1111111
ENSG00000105793,515.3103448,670.9166667
ENSG00000105808,174.5172414,116.1388889
ENSG00000105810,816.5517241,752.4444444
ENSG00000105819,1804.896552,2210.694444
ENSG00000105821,1461.068966,2217.972222
ENSG00000105825,634.6551724,433.7222222
ENSG00000105829,535.2758621,759.6944444
ENSG00000105835,11956.89655,6436.916667
ENSG00000105849,987.6206897,952.2777778
ENSG00000105851,288.8275862,139.1666667
ENSG00000105852,63.82758621,31.16666667
ENSG00000105854,1572.551724,2373.166667
ENSG00000105855,242.5862069,315.3611111
ENSG00000105856,2032.034483,2178.027778
ENSG00000105865,235.1724138,460.8611111
ENSG00000105866,353.5172414,322.4166667
ENSG00000105875,685.0344828,941.3888889
ENSG00000105877,11.27586207,112.2222222
ENSG00000105879,356.8965517,445.0833333
ENSG00000105880,53.75862069,379.3055556
ENSG00000105887,3391.62069,3677.888889
ENSG00000105889,13.62068966,49.66666667
ENSG00000105894,1350.931034,3377.138889
ENSG00000105926,110.9655172,276.9166667
ENSG00000105928,388.2413793,695.7777778
ENSG00000105929,13.68965517,65.83333333
ENSG00000105939,2046.827586,1906
ENSG00000105948,175.3448276,293.1666667
ENSG00000105953,3184.241379,2423.638889
ENSG00000105954,0,0
ENSG00000105963,159.6551724,153.2777778
ENSG00000105967,261.5862069,144.3055556
ENSG00000105968,2642.034483,2627.416667
ENSG00000105971,2397.482759,1706.111111
ENSG00000105974,6321.034483,2315.75
ENSG00000105976,1447.103448,2339.861111
ENSG00000105982,27.72413793,34.25
ENSG00000105983,911.0689655,1216.694444
ENSG00000105988,2.551724138,5.944444444
ENSG00000105989,100.4482759,156.2777778
ENSG00000105991,235.3793103,308.5277778
ENSG00000105993,3754.965517,4020.638889
ENSG00000105996,54.93103448,45.38888889
ENSG00000105997,395.862069,349.8888889
ENSG00000106003,982.9655172,825.9444444
ENSG00000106004,382.1034483,439.6388889
ENSG00000106006,65.31034483,88.38888889
ENSG00000106009,1254.241379,1325.888889
ENSG00000106012,736.5862069,668.8611111
ENSG00000106013,3.551724138,6.722222222
ENSG00000106018,387.6206897,34.80555556
ENSG00000106025,983.4137931,1052.666667
ENSG00000106028,1782.137931,2663.222222
ENSG00000106031,844.4482759,452.4722222
ENSG00000106034,1210.551724,197.5833333
ENSG00000106038,298.0344828,206.5277778
ENSG00000106049,1120.758621,1074.388889
ENSG00000106052,5581.62069,6180.138889
ENSG00000106066,1860.103448,533
ENSG00000106069,364.8275862,356.2222222
ENSG00000106070,1410.137931,1057.527778
ENSG00000106077,1219.551724,1407.361111
ENSG00000106078,167.3103448,103.6666667
ENSG00000106080,760.7931034,929.9166667
ENSG00000106086,116.9655172,217.1111111
ENSG00000106089,256.0344828,575.0277778
ENSG00000106100,671.7931034,498.5555556
ENSG00000106105,1946.724138,3124.583333
ENSG00000106113,10.5862069,1.944444444
ENSG00000106123,1341,3174.166667
ENSG00000106125,34.82758621,31.58333333
ENSG00000106128,1.344827586,4.722222222
ENSG00000106133,632.4827586,987.0833333
ENSG00000106144,1002.551724,1510.833333
ENSG00000106153,4633.862069,6421.194444
ENSG00000106178,56.37931034,217.6666667
ENSG00000106211,18272,25526.52778
ENSG00000106236,97.44827586,92.38888889
ENSG00000106244,2934.448276,3771.583333
ENSG00000106245,1373.482759,2027.861111
ENSG00000106246,138.1034483,174.1388889
ENSG00000106258,2751.724138,2486.166667
ENSG00000106261,3249.724138,4063.222222
ENSG00000106263,4394.172414,6163.611111
ENSG00000106266,677.7241379,625.5833333
ENSG00000106268,241.7931034,544.5833333
ENSG00000106278,202.7931034,236.4444444
ENSG00000106290,1110.931034,1351.555556
ENSG00000106299,2532.551724,3029.555556
ENSG00000106302,5.620689655,14.55555556
ENSG00000106304,0.275862069,0.25
ENSG00000106305,439.2758621,703.8888889
ENSG00000106327,49.06896552,150.9166667
ENSG00000106328,7.206896552,5.916666667
ENSG00000106330,384.862069,553.2777778
ENSG00000106331,0.034482759,0.083333333
ENSG00000106333,2882.551724,994.2777778
ENSG00000106336,24.06896552,21.13888889
ENSG00000106341,0.620689655,0.166666667
ENSG00000106344,645.3448276,973.4722222
ENSG00000106346,696.7931034,795.3055556
ENSG00000106348,1167.413793,1203.611111
ENSG00000106351,744.7241379,517.4166667
ENSG00000106355,851.3793103,1383.5
ENSG00000106366,9155.344828,7671.805556
ENSG00000106367,1023.413793,1978.472222
ENSG00000106384,0.103448276,0.361111111
ENSG00000106392,979.5172414,1125.166667
ENSG00000106397,1335,1694.472222
ENSG00000106399,523.4827586,990.6666667
ENSG00000106400,1562.586207,2034.5
ENSG00000106404,417.7241379,365.5277778
ENSG00000106410,0.172413793,15.11111111
ENSG00000106415,844.3793103,1047.472222
ENSG00000106436,1.931034483,0.5
ENSG00000106443,1618.517241,2035.944444
ENSG00000106459,489.2068966,529.2777778
ENSG00000106460,1539.068966,1766.555556
ENSG00000106462,374.6206897,1138.472222
ENSG00000106477,255.137931,419.8611111
ENSG00000106479,680.8965517,788.3055556
ENSG00000106483,1132.37931,903.8333333
ENSG00000106484,570.0344828,2214.138889
ENSG00000106511,189.1724138,30.02777778
ENSG00000106524,847,830
ENSG00000106526,141.5517241,231.9444444
ENSG00000106536,179.9310345,127.6944444
ENSG00000106537,2099.137931,2962.833333
ENSG00000106538,3084.413793,873.0277778
ENSG00000106540,0,0
ENSG00000106541,7493.827586,8304.388889
ENSG00000106546,6279.62069,8558.666667
ENSG00000106554,3292.37931,2952.472222
ENSG00000106560,461.1034483,234.2222222
ENSG00000106565,3413.103448,1142.972222
ENSG00000106571,515.3448276,488.9166667
ENSG00000106588,153.3793103,228.5833333
ENSG00000106591,1048.068966,1517
ENSG00000106603,907.0689655,1339.222222
ENSG00000106605,1035.172414,849.2222222
ENSG00000106608,1205.793103,1111.777778
ENSG00000106609,3259.517241,3022.861111
ENSG00000106610,264.0344828,309.2222222
ENSG00000106615,2341.689655,3184.833333
ENSG00000106617,1296.37931,668.6388889
ENSG00000106624,10550,3348
ENSG00000106628,1240.344828,1890.277778
ENSG00000106631,3.24137931,0.777777778
ENSG00000106633,16.31034483,7.944444444
ENSG00000106635,1261.62069,1211
ENSG00000106636,1827.551724,2213.638889
ENSG00000106638,728.2068966,1051.361111
ENSG00000106648,0,0.444444444
ENSG00000106665,1352.137931,729.7222222
ENSG00000106682,6729.241379,6746.972222
ENSG00000106683,515.5172414,551.1666667
ENSG00000106686,254.3103448,259.9166667
ENSG00000106688,263.7931034,234.5555556
ENSG00000106689,3.448275862,79.22222222
ENSG00000106692,507.3103448,670.3055556
ENSG00000106701,104.3448276,172.4444444
ENSG00000106714,75.20689655,64.63888889
ENSG00000106723,2118.275862,2649.083333
ENSG00000106733,1023.655172,821.1666667
ENSG00000106771,3191.586207,2385.75
ENSG00000106772,1956.172414,262.5277778
ENSG00000106780,1058.896552,1232.777778
ENSG00000106785,1511.448276,1382.277778
ENSG00000106789,1887.862069,1849.555556
ENSG00000106799,2167.103448,1447.444444
ENSG00000106803,1654.241379,2022.694444
ENSG00000106804,177.4137931,136.0833333
ENSG00000106809,1840.724138,55.66666667
ENSG00000106819,544.8275862,890.2777778
ENSG00000106823,565.4482759,201.2222222
ENSG00000106829,1051.206897,842.8333333
ENSG00000106852,181.1034483,72.16666667
ENSG00000106853,3995.137931,5758.333333
ENSG00000106868,704.6896552,613.1111111
ENSG00000106927,3.137931034,1.916666667
ENSG00000106948,3185.275862,1128.138889
ENSG00000106952,157.2413793,40.33333333
ENSG00000106976,957.8275862,412.1388889
ENSG00000106991,5282,2224.916667
ENSG00000106992,103.0689655,83.80555556
ENSG00000106993,907.4482759,532.2777778
ENSG00000107014,7.206896552,41.41666667
ENSG00000107018,3.655172414,16.33333333
ENSG00000107020,346.3448276,520.6666667
ENSG00000107021,794.9310345,554.5
ENSG00000107036,807.3793103,886.3055556
ENSG00000107077,809.3793103,907.5555556
ENSG00000107099,1983.310345,1113.694444
ENSG00000107104,2858.310345,2095.222222
ENSG00000107105,12.96551724,54.25
ENSG00000107130,1689.413793,586.5277778
ENSG00000107140,1130.689655,1096.722222
ENSG00000107147,27.20689655,119.8888889
ENSG00000107159,15.68965517,809.4166667
ENSG00000107164,1854.448276,1935.194444
ENSG00000107165,15.65517241,11.58333333
ENSG00000107175,1007.827586,977.2777778
ENSG00000107185,1188.655172,968.6388889
ENSG00000107186,1128.034483,783.4444444
ENSG00000107187,0.655172414,0.611111111
ENSG00000107201,841.9655172,952.6944444
ENSG00000107223,4334.689655,5158.666667
ENSG00000107242,148.4482759,111.6388889
ENSG00000107249,465.2413793,253
ENSG00000107262,4673.62069,3399.444444
ENSG00000107263,2928.344828,1740.805556
ENSG00000107281,2457.689655,1460.694444
ENSG00000107282,273.7241379,153.8888889
ENSG00000107290,2666.896552,2184.638889
ENSG00000107295,199.0344828,113.6111111
ENSG00000107317,6189.965517,493.7777778
ENSG00000107331,1457.482759,1166.583333
ENSG00000107338,421.6896552,400.1388889
ENSG00000107341,2579.724138,2727.666667
ENSG00000107362,849.4482759,859.6666667
ENSG00000107371,238.2068966,445.5555556
ENSG00000107372,7587.413793,5962.722222
ENSG00000107404,1571.241379,2199.833333
ENSG00000107438,7622.965517,5849.694444
ENSG00000107443,336.9310345,463.5555556
ENSG00000107447,0.896551724,0.166666667
ENSG00000107485,5522.62069,10761.11111
ENSG00000107518,60.55172414,28.19444444
ENSG00000107521,1617.62069,1344.611111
ENSG00000107537,720.9310345,1136.861111
ENSG00000107551,1343.275862,760.4166667
ENSG00000107554,1384.448276,967.5833333
ENSG00000107560,771.6551724,795.9722222
ENSG00000107562,4105.275862,534.6111111
ENSG00000107566,1376.896552,1320.972222
ENSG00000107581,8813.103448,7927.555556
ENSG00000107593,9.551724138,253.4166667
ENSG00000107611,88.13793103,40.66666667
ENSG00000107614,168.8965517,151.8611111
ENSG00000107618,0.24137931,0.138888889
ENSG00000107623,36.48275862,2.583333333
ENSG00000107625,1403.793103,1317.972222
ENSG00000107643,907.9655172,1093.444444
ENSG00000107651,1301.172414,1392.694444
ENSG00000107669,989.7931034,862.4722222
ENSG00000107672,1334.172414,1229.416667
ENSG00000107679,1510.344828,1708.722222
ENSG00000107719,541.0344828,358.7222222
ENSG00000107731,1908.551724,1604.416667
ENSG00000107736,672.5172414,942.0277778
ENSG00000107738,3082.586207,1198.138889
ENSG00000107742,2075.724138,650.0277778
ENSG00000107745,1317.137931,1216.638889
ENSG00000107758,2067.448276,1522.305556
ENSG00000107771,1503.482759,1101.472222
ENSG00000107779,774.4137931,652.0833333
ENSG00000107789,443.9310345,498.5
ENSG00000107796,30283.62069,3319.361111
ENSG00000107798,2588.862069,2470.888889
ENSG00000107807,1.344827586,22.08333333
ENSG00000107815,263.2758621,377.5555556
ENSG00000107816,2618,2376.611111
ENSG00000107819,1608.068966,1381.583333
ENSG00000107821,134.9310345,94.72222222
ENSG00000107829,1550.827586,1084
ENSG00000107831,4,159.3055556
ENSG00000107833,404.1034483,653.9166667
ENSG00000107854,2177.551724,2564.5
ENSG00000107859,0.75862069,1.444444444
ENSG00000107862,2129.413793,1884.333333
ENSG00000107863,1886.896552,2391.361111
ENSG00000107864,233.9655172,177.1111111
ENSG00000107872,444.0344828,426.5277778
ENSG00000107874,766.137931,792.0277778
ENSG00000107882,828.0344828,756.0833333
ENSG00000107890,1137.413793,1092.666667
ENSG00000107897,968.4827586,1504.611111
ENSG00000107902,558.7931034,568.2777778
ENSG00000107929,2219.793103,3088.805556
ENSG00000107937,2006.517241,3132.305556
ENSG00000107938,585.6206897,684.1388889
ENSG00000107949,1434.103448,1732.666667
ENSG00000107951,710.0344828,980.0833333
ENSG00000107954,217.2758621,38.97222222
ENSG00000107957,3857.413793,3305.944444
ENSG00000107959,2064.172414,3264.888889
ENSG00000107960,783.4137931,961.6666667
ENSG00000107968,1919.931034,1017.055556
ENSG00000107984,976.0344828,957.5277778
ENSG00000108001,221.862069,65.36111111
ENSG00000108010,1192.965517,1840.861111
ENSG00000108018,375.0344828,22.63888889
ENSG00000108021,1406.310345,2101.138889
ENSG00000108039,1447.482759,1508.166667
ENSG00000108055,2213.551724,2349.361111
ENSG00000108061,1496.965517,1284.777778
ENSG00000108064,1109.517241,1414.583333
ENSG00000108091,1710.448276,1662.75
ENSG00000108094,953.5862069,1351.25
ENSG00000108100,1937.931034,1828.138889
ENSG00000108106,782.3793103,1910.333333
ENSG00000108107,24257.03448,24543.69444
ENSG00000108175,3705.068966,3503.888889
ENSG00000108176,69.31034483,96.75
ENSG00000108179,1734.137931,2765.694444
ENSG00000108187,365.2068966,309.6944444
ENSG00000108219,4299.068966,4460.166667
ENSG00000108231,24.55172414,2
ENSG00000108239,495,410.8333333
ENSG00000108242,26.48275862,44.94444444
ENSG00000108244,1490.482759,1793.388889
ENSG00000108255,0,0
ENSG00000108256,2979.551724,4127.555556
ENSG00000108262,1430.034483,1783.277778
ENSG00000108264,478.4482759,611.8333333
ENSG00000108270,1440.103448,1934.722222
ENSG00000108272,332.5517241,647.8611111
ENSG00000108278,582.0344828,936.3611111
ENSG00000108292,7538,8371.166667
ENSG00000108294,2120.034483,3754.388889
ENSG00000108296,1118.241379,1321.333333
ENSG00000108298,27429.58621,35626.5
ENSG00000108306,243.5172414,372.6944444
ENSG00000108309,25.72413793,144.1388889
ENSG00000108312,3288.482759,3415.5
ENSG00000108342,749.9310345,79.63888889
ENSG00000108344,2493.413793,4289.833333
ENSG00000108349,3248.068966,2725
ENSG00000108352,2387.931034,3779.75
ENSG00000108370,92.03448276,19.55555556
ENSG00000108375,319.2068966,588.4166667
ENSG00000108379,49.86206897,150.5833333
ENSG00000108381,612.3793103,86.72222222
ENSG00000108384,340.5517241,546.25
ENSG00000108387,296.9310345,165.25
ENSG00000108389,1078.586207,1836
ENSG00000108395,697.3103448,1008.027778
ENSG00000108405,1957.034483,120.8888889
ENSG00000108406,1357.172414,2353.611111
ENSG00000108417,0.206896552,3.666666667
ENSG00000108423,329.5517241,464.8611111
ENSG00000108424,7083.586207,8647.416667
ENSG00000108433,317.4482759,359.0277778
ENSG00000108439,435.7586207,607.8611111
ENSG00000108442,0,0.138888889
ENSG00000108443,1148.103448,1863.888889
ENSG00000108448,258.4137931,323.0555556
ENSG00000108452,0,0
ENSG00000108465,3934.206897,4789.5
ENSG00000108468,1793.413793,2813.277778
ENSG00000108469,1143.931034,1405.472222
ENSG00000108474,406.2413793,495.2222222
ENSG00000108479,311.4482759,397.6944444
ENSG00000108506,436.9310345,915.25
ENSG00000108509,1656.137931,1284
ENSG00000108510,1908,3366.972222
ENSG00000108511,260.5517241,1159.722222
ENSG00000108515,181.5862069,194.75
ENSG00000108516,0,0.055555556
ENSG00000108518,12755.68966,11807.80556
ENSG00000108523,2145.310345,2087.638889
ENSG00000108528,1002.965517,1065.111111
ENSG00000108551,542.5172414,216.5833333
ENSG00000108556,39.24137931,26.86111111
ENSG00000108557,2740.689655,3149.055556
ENSG00000108559,926.2068966,1103.583333
ENSG00000108561,1758.137931,2443.916667
ENSG00000108576,11.82758621,20.94444444
ENSG00000108578,963.1724138,1040.888889
ENSG00000108582,2391.103448,2741.222222
ENSG00000108587,1679.965517,1781.388889
ENSG00000108588,2850.62069,3815.027778
ENSG00000108590,202.4482759,244.3333333
ENSG00000108591,1132.931034,1180.222222
ENSG00000108592,1613.448276,2492.694444
ENSG00000108599,1048.551724,1001.638889
ENSG00000108602,680.3448276,2017.527778
ENSG00000108604,2175.137931,3519.805556
ENSG00000108622,811,394.5
ENSG00000108639,3714.689655,4907.888889
ENSG00000108641,196.0689655,250.8055556
ENSG00000108651,1206.517241,1717.138889
ENSG00000108654,24759.58621,28637.19444
ENSG00000108666,341.2758621,592.8055556
ENSG00000108669,2841.689655,2504.5
ENSG00000108671,2134.655172,3332.25
ENSG00000108679,10438.06897,13305.55556
ENSG00000108684,1.551724138,3.5
ENSG00000108688,13.17241379,14.36111111
ENSG00000108691,4448.137931,954.2777778
ENSG00000108700,164.137931,82.44444444
ENSG00000108702,1.379310345,1.277777778
ENSG00000108733,159.5517241,178.6944444
ENSG00000108753,373.8275862,419.9166667
ENSG00000108759,0.275862069,54.52777778
ENSG00000108771,733.5862069,785.4166667
ENSG00000108773,1868.931034,2688.972222
ENSG00000108774,1193.137931,1294.111111
ENSG00000108784,838.6551724,708.25
ENSG00000108785,5.586206897,14.41666667
ENSG00000108786,82.37931034,193.8055556
ENSG00000108788,1330,1877.833333
ENSG00000108797,839.3448276,347.0555556
ENSG00000108798,433.3793103,184.4166667
ENSG00000108799,1495.689655,1210.166667
ENSG00000108813,16.17241379,56.44444444
ENSG00000108819,3146.896552,2607.166667
ENSG00000108821,64739.51724,35183.13889
ENSG00000108823,425.4482759,28.75
ENSG00000108825,0,0
ENSG00000108826,1007.62069,1662.638889
ENSG00000108828,4780.482759,4277.222222
ENSG00000108829,2520.448276,3835.138889
ENSG00000108830,65.82758621,51.80555556
ENSG00000108839,50.17241379,183.9166667
ENSG00000108840,1719.724138,1165.75
ENSG00000108846,4265.551724,4370.555556
ENSG00000108848,8751.482759,10107.66667
ENSG00000108849,1.068965517,0.444444444
ENSG00000108852,264.8965517,95.94444444
ENSG00000108854,1165.586207,1412.333333
ENSG00000108861,2872.62069,1732.416667
ENSG00000108878,0.310344828,2.638888889
ENSG00000108883,2126.965517,3091.25
ENSG00000108924,492.9655172,34.08333333
ENSG00000108932,140.5862069,93.86111111
ENSG00000108946,7569.034483,6374.138889
ENSG00000108947,99.10344828,152.8888889
ENSG00000108950,442.862069,330.8333333
ENSG00000108953,9615.931034,13483.22222
ENSG00000108958,38.68965517,44.83333333
ENSG00000108960,566.0689655,510.4444444
ENSG00000108961,471.6206897,440.25
ENSG00000108963,742.0344828,683.25
ENSG00000108984,207.1034483,192.6111111
ENSG00000109016,578.1724138,524.2222222
ENSG00000109046,8451.275862,9232.416667
ENSG00000109047,11.72413793,1.861111111
ENSG00000109061,1.379310345,0.194444444
ENSG00000109062,1043.344828,1747.666667
ENSG00000109063,861.4482759,133.2222222
ENSG00000109065,869.8275862,1265.138889
ENSG00000109066,414.4827586,520.0833333
ENSG00000109072,61.55172414,41.08333333
ENSG00000109079,1718.862069,1884.333333
ENSG00000109083,933.862069,1241.055556
ENSG00000109084,2423.206897,5807
ENSG00000109089,727.7241379,969.6666667
ENSG00000109099,5301.724138,1090.833333
ENSG00000109101,71.06896552,109.1944444
ENSG00000109103,780.5517241,1201.472222
ENSG00000109107,359.4137931,899.3055556
ENSG00000109111,4429.931034,4224.5
ENSG00000109113,1734.793103,1727.861111
ENSG00000109118,1784.758621,2053.888889
ENSG00000109132,1.103448276,0.055555556
ENSG00000109133,1579.655172,2110.722222
ENSG00000109158,1.310344828,0.472222222
ENSG00000109163,0,0.277777778
ENSG00000109171,1830,1601.611111
ENSG00000109180,3279.862069,3670.305556
ENSG00000109181,0.034482759,0.166666667
ENSG00000109182,101.8965517,104.9166667
ENSG00000109184,1342.37931,1330.75
ENSG00000109189,589.2758621,862.3055556
ENSG00000109193,154.5862069,1385.277778
ENSG00000109205,8.172413793,26.27777778
ENSG00000109208,0.034482759,0.027777778
ENSG00000109220,430.0344828,429.0555556
ENSG00000109255,25.37931034,139.2222222
ENSG00000109265,88,194.4444444
ENSG00000109270,1134.689655,1274.833333
ENSG00000109272,4.206896552,7.611111111
ENSG00000109320,2663.689655,1835.222222
ENSG00000109321,208.7931034,77.88888889
ENSG00000109323,1332.551724,1431.027778
ENSG00000109332,7954.172414,7279.25
ENSG00000109339,1138.344828,1047.361111
ENSG00000109381,1313.137931,1258.972222
ENSG00000109390,1085.344828,1272.111111
ENSG00000109424,3.137931034,3.833333333
ENSG00000109436,1821.793103,1860.75
ENSG00000109445,912.6896552,847.1111111
ENSG00000109452,918.3448276,1526.583333
ENSG00000109458,662.4137931,546.0555556
ENSG00000109466,717.6896552,732.2222222
ENSG00000109471,5.517241379,0.666666667
ENSG00000109472,1923.62069,1105.833333
ENSG00000109475,18482.68966,15784.5
ENSG00000109501,1496.827586,1186.388889
ENSG00000109511,645.7241379,3019.416667
ENSG00000109519,858.862069,1118.055556
ENSG00000109534,726.3448276,869.3888889
ENSG00000109536,1040.517241,1178.861111
ENSG00000109572,2379.517241,2909.361111
ENSG00000109576,268.6206897,552.8611111
ENSG00000109586,1409.034483,1739.694444
ENSG00000109606,3486.034483,4734.861111
ENSG00000109610,4200.586207,467.2777778
ENSG00000109618,367.6551724,461.6666667
ENSG00000109625,20.03448276,65.44444444
ENSG00000109654,1914,1983.277778
ENSG00000109667,354.1724138,454.1944444
ENSG00000109670,1125.689655,1043.111111
ENSG00000109674,19.27586207,67.86111111
ENSG00000109680,171.1724138,168.1111111
