Gene ID,Intron Length,Exon Length
11756,1150,1538
11754,187,927
11753,0,1505
11752,0,73
11751,1016,955
10467,0,1802
10695,198,1179
11759,4707,3823
11758,0,470
10465,0,1790
12872,195,3363
12242,0,854
10461,117,1312
11991,0,461
12871,0,3377
179,3890,3790
178,89,349
177,0,1595
176,1788,1383
175,2302,2158
174,0,1388
173,0,1694
172,525,1475
171,207,597
170,199,588
12243,6038,4940
12870,0,1334
10513,552,153
10469,206,2035
10390,4987,4825
10391,751,348
10392,114,595
10393,0,1598
10394,1140,771
10395,0,515
10396,342,253
10397,323,355
10398,249,1496
10399,1568,1293
7218,11924,8188
7219,290,2035
13545,87,481
7210,112,409
7211,1784,1702
7212,0,188
7213,180,1350
7214,739,639
7215,318,232
7216,0,2699
7217,260,166
6217,160,1485
6216,143,1060
6215,0,2183
6214,3021,1832
6213,309,3096
6212,4070,2400
6211,3750,3625
6210,0,1778
13540,0,6044
6219,292,4307
6218,0,1739
6819,0,650
6818,0,302
13542,533,2140
6811,76,1609
6810,916,811
6813,90,1867
6812,0,914
6815,0,1802
6814,178,2515
6817,44,418
6816,1616,2856
9757,116,535
9756,0,2543
9755,322,238
9754,1270,1192
9753,251,1507
9752,306,1323
9751,200,1864
9750,0,1124
10574,1322,1234
10575,224,2688
10576,0,1820
10577,2041,1921
10570,653,532
10571,0,737
9759,0,1775
9758,0,1265
8913,0,761
13548,109,648
11772,324,3350
8848,2394,1078
8849,0,614
8840,254,641
8841,275,3085
8842,4760,3070
8843,1841,842
8844,0,1586
8845,92,2725
8846,3724,3637
8847,105,1207
13384,73,244
11849,999,322
8915,131,1663
7669,0,1322
7668,0,770
11509,117,1069
12667,0,4151
7661,777,589
7660,1585,1401
7663,2468,2371
7662,1905,1068
7665,0,1634
7664,0,1667
7667,330,2854
7666,194,1314
11844,187,1194
11842,128,2437
1768,0,407
1769,1993,1906
12664,2141,1148
1762,0,365
1763,0,73
1760,0,461
1761,0,458
1766,0,73
1767,0,173
1764,0,641
1765,0,644
13309,1105,1000
692,820,489
693,6435,5273
690,0,1367
691,0,1331
696,1170,282
697,0,1478
694,0,2546
695,184,666
11111,1746,1149
11110,0,902
698,2471,1706
699,269,187
11115,0,1022
11114,241,301
1548,95,2626
1549,96,1660
8710,1952,1100
8711,2385,2296
8712,488,201
8713,809,1087
8714,0,899
8715,0,1640
8716,914,950
8717,91,4156
8718,0,221
8719,1111,234
13841,3069,2079
13840,1299,1264
13843,0,197
13842,81,434
13845,2600,1620
13844,0,1395
13527,98,4060
13846,0,488
13849,765,423
13307,1306,1243
11762,0,650
11763,169,1464
13385,353,271
11760,1130,331
10043,0,581
5618,2013,1903
5619,92,2800
5719,407,1701
9330,285,220
5612,0,152
5613,0,824
5610,580,484
5611,198,301
5616,257,253
5617,102,1503
5614,0,2747
5615,0,1658
11764,325,927
12749,516,3019
11765,446,2942
7116,364,511
10253,0,72
12661,0,2396
11568,3270,3208
11569,0,212
12748,628,760
11560,1909,1819
11561,4116,2765
11562,0,302
11563,0,860
11564,1593,1531
11565,735,619
11566,0,860
11567,1887,1825
7118,0,749
10252,7081,2304
10696,258,4551
9524,74,2608
9525,136,244
9526,0,736
9527,762,658
9520,0,1034
9521,5310,5074
9522,214,556
9523,7541,6600
13524,256,648
13300,904,655
6778,4301,3636
6779,1807,1723
6774,759,652
6775,365,1085
6776,1473,999
6777,4067,3240
6770,158,3331
6771,119,376
6772,1683,708
6773,0,2567
9964,216,2145
9965,900,820
9966,954,865
9967,152,1003
9960,0,1190
9961,231,1041
9962,125,2248
9963,134,3196
9968,0,473
9969,0,554
3580,2409,2323
258,506,3609
259,79,2191
252,306,198
253,159,3961
250,100,421
251,1657,1591
256,2757,2620
257,497,3544
254,4577,4026
255,0,4484
12039,170,585
4665,0,1640
12033,0,1173
12032,3545,1723
12031,0,173
12030,422,346
12037,0,563
12036,2384,1752
12035,67,8794
12034,75,7543
9508,0,872
9509,883,805
9502,617,3259
9503,0,2612
9500,40,2608
9501,204,2880
9506,256,1079
9507,204,753
9504,230,1552
9505,209,987
3689,789,700
3688,9601,4986
3683,170,2790
3682,827,730
3681,457,391
3680,0,248
3687,211,779
3686,499,415
3685,167,1074
3684,69,1291
13525,0,71
2518,0,575
2519,3076,2340
2514,0,2144
2515,78,4939
2516,3332,3253
2517,0,1202
2510,0,119
2511,1066,412
2512,0,167
2513,129,297
11489,599,286
3531,0,1364
3530,126,3940
3533,0,1058
3532,52,742
3535,412,903
3534,0,2687
3537,318,1864
3536,1667,1534
5054,0,326
3538,1673,1546
5056,0,1334
5057,0,70
5050,2186,1064
5051,2905,2463
5052,927,673
5053,86,3355
10761,82,1723
10760,1687,1597
10763,1059,650
10762,1444,1264
10765,529,276
10764,168,307
10767,3379,2129
10766,399,2441
10769,0,2393
10768,4754,4630
13896,0,299
12742,175,929
13897,0,398
10439,0,851
13894,0,450
13895,0,173
13892,131,369
13893,650,414
13070,0,463
13071,0,887
13072,1188,696
13073,2833,2752
13074,85,2926
13075,192,1095
13076,0,626
13077,443,1573
10438,0,383
13079,1818,1732
13891,0,367
13898,0,0
13899,0,0
10185,0,470
10184,0,491
10187,7492,7414
10186,5777,3144
10181,1571,1462
10180,0,947
10042,0,191
10182,0,488
10189,87,7141
10188,0,836
13595,0,1905
1159,229,7011
1158,7268,6663
1155,0,917
1154,0,212
1157,0,86
1156,0,1457
1151,1481,1378
1150,1838,1209
1153,751,628
1152,1839,1200
13568,0,2774
13569,3093,3019
8035,598,255
8034,0,584
8037,0,1082
8036,0,641
8031,110,3175
8030,1164,1296
8033,0,1889
8032,0,1472
8039,2946,2857
12859,1735,938
12858,2394,2329
8529,366,1856
8528,1899,1326
13566,0,200
8523,0,2717
8522,2038,1052
8521,107,598
8520,2068,444
8527,295,1026
8526,4171,2850
8525,1431,768
8524,1478,1369
8536,103,3238
10623,0,1244
10431,98,1693
10388,1668,1543
12418,81,271
12104,125,529
13564,0,72
13594,698,891
10430,2288,2200
4299,995,871
4298,376,122
10169,1232,1135
4295,3119,1484
4294,93,196
4297,0,149
4296,98,1108
4291,0,2135
4290,0,1388
4293,5287,3517
4292,600,328
13565,0,1334
10433,226,367
10168,124,478
11769,1080,657
10974,0,2561
13562,0,72
10432,92,1681
6368,1425,975
12235,81,2815
4749,6173,3340
4748,78,136
1324,1377,357
12234,194,570
4743,479,2564
4742,190,154
4741,0,560
4740,0,72
4747,0,611
4746,86,2701
4745,94,2248
4744,0,494
10435,505,322
12236,2055,1566
5869,1823,818
5868,90,2623
5865,0,72
5864,197,870
5867,0,2213
5866,0,3641
5861,0,542
5860,423,2544
5863,1485,1408
5862,1089,877
9006,2839,1616
8537,0,2309
12232,566,2308
2183,0,536
2182,0,73
2181,0,833
2180,202,487
2187,320,865
2186,75,2677
2185,0,308
2184,0,158
4606,3091,266
4607,0,77
2189,0,2831
2188,382,289
4602,0,410
4603,0,389
4600,784,1432
4601,644,243
8682,884,784
6906,57,169
12239,1063,518
13294,204,1605
13593,90,1372
8680,0,1894
10437,1434,1315
12238,0,1013
6904,742,573
13448,2649,1479
6903,0,437
6902,0,497
151,751,298
150,0,1403
153,0,3479
152,92,964
155,78,3346
154,93,1008
157,312,459
156,424,648
159,98,1561
158,512,1700
6900,0,365
10436,1813,1618
8134,123,1804
8135,2114,1337
8688,0,56
8689,0,31
12680,142,118
10827,0,6848
13917,0,72
13916,0,72
6187,1123,684
6186,4157,2226
6185,0,1910
6184,1412,1327
6183,1322,1237
6182,0,2525
6181,0,983
6180,5218,5095
8133,154,855
6189,442,152
6188,4765,4468
2727,2775,1696
2726,2881,2794
2725,2208,1731
2724,0,1811
2722,0,770
2721,0,1049
2720,0,1130
13529,120,208
10821,765,287
2729,83,1372
2728,364,1096
7236,1755,1202
7237,0,1301
7234,242,672
7235,0,314
7232,858,670
7233,297,220
6955,1513,890
7231,1607,787
9199,87,208
9198,0,2819
10374,1927,1073
7948,0,524
7949,0,3395
7238,296,2231
7239,0,596
10563,4032,2560
10562,0,497
10561,0,497
10560,4383,3068
6239,0,824
6238,184,468
6235,2582,2330
6234,90,2086
6237,0,1040
6236,199,1143
6231,106,1399
6230,0,4409
6233,0,473
6232,477,1944
10565,435,346
10564,93,1384
10518,1679,1597
7815,0,80
9779,473,1834
9778,232,1833
9775,0,923
9774,0,1673
9777,0,1292
9776,0,230
7932,1558,488
9770,280,1712
9773,0,1310
9772,5160,5014
8866,0,770
8867,108,781
8864,0,2408
8865,201,2805
8862,80,2281
8863,235,1180
8860,88,4375
8861,96,1504
13446,0,209
8868,6749,5619
8869,0,602
818,31,1039
819,0,254
12108,1336,538
10699,480,400
810,669,478
811,859,658
812,0,131
813,85,478
814,0,149
815,0,203
816,0,143
817,0,179
13441,192,1974
12701,530,901
10698,0,1544
10232,0,338
7819,154,2334
1700,303,4484
1701,886,847
5265,112,1909
5264,2660,2548
1704,2952,372
1705,0,72
1706,6442,5734
1707,1545,651
1708,0,1277
1709,102,3889
2097,1225,776
5269,93,835
5268,95,835
2096,182,490
4574,3341,2343
4575,2827,1904
13443,199,1338
2093,185,1176
4577,146,985
3959,0,167
11136,100,274
11135,0,161
8112,359,1228
7936,532,364
11132,102,670
11131,0,2129
11130,0,620
11139,0,707
11138,110,1282
13442,0,194
3029,519,174
3028,209,1539
3027,0,1082
3026,0,2204
3025,741,375
3024,2272,2116
3023,0,911
3022,65,538
3021,0,2585
3020,0,881
12029,18094,9230
10237,0,1534
8738,1498,1417
8739,213,1842
8736,343,142
8737,0,2873
8734,1636,920
8735,1290,2672
8732,0,2294
8733,2829,1486
8730,1625,1095
8731,101,1852
10573,321,4235
4198,355,205
4199,97,664
4196,523,177
4197,154,457
4194,0,938
4195,0,281
4192,1638,1065
4193,7311,3979
4190,0,1223
4191,0,188
5670,4619,3352
5671,0,1334
5672,0,70
5673,63,229
5674,214,558
5675,0,2666
5676,96,748
5677,300,5130
5678,1944,393
5679,0,1709
9395,116,775
10235,37,523
11640,0,1445
9394,0,82
10234,85,193
6437,2598,1964
6436,0,977
6435,400,1142
6434,103,589
6433,107,607
6432,0,3854
6431,107,1648
6430,0,3854
8741,3044,2721
8199,333,870
13297,6705,6616
13590,1605,987
6439,1304,1174
6438,0,1562
10690,612,349
13734,0,1787
10309,607,523
9391,101,1405
6758,91,165
6759,117,910
6752,241,964
6753,1539,1002
6750,1276,958
6751,288,539
6756,540,1062
6757,90,2701
6754,274,375
6755,785,691
9942,0,1385
9943,0,3236
9940,2168,1214
9941,0,1490
9946,3361,3262
9947,2850,2755
9944,0,281
9945,1719,1600
12423,1445,1128
9948,84,3025
9949,1666,1564
9390,82,1282
10692,170,5823
13417,2398,2302
10342,0,2306
12051,2209,1217
12050,0,3094
12053,176,481
12052,743,586
238,322,2633
239,2089,1984
12057,935,606
12056,1067,750
234,147,397
235,870,736
236,397,1993
237,0,2258
230,0,1010
231,0,1004
232,1790,1024
233,82,3517
10306,105,2104
10694,199,1528
8740,189,1539
4681,3163,2721
10697,1574,795
10798,0,1400
10304,991,886
2538,121,823
2539,1751,1194
2532,124,190
2533,5990,5262
2530,513,322
2531,5147,5071
2536,959,823
2537,0,962
2534,353,1548
2535,3206,1406
10799,183,1221
12851,1385,1210
5078,0,608
5079,0,632
5072,175,2682
5073,112,1600
5070,222,2059
5071,1277,1201
5076,288,122
5077,0,521
5074,0,851
5075,1148,925
12850,0,539
9560,134,2140
9561,1973,1611
939,0,71
938,0,587
9564,0,518
9565,681,604
9566,99,823
9567,175,778
933,377,8017
932,446,7981
931,612,7978
930,0,1745
937,0,1940
936,0,2111
935,139,1597
934,0,1886
5380,3162,2108
5381,195,157
5382,97,6559
5383,1180,979
5384,567,361
5385,0,1100
5386,1655,1528
5387,0,1523
5388,3415,2043
5389,0,305
11834,0,2273
11835,8506,7330
11832,0,455
11833,0,2393
11830,1031,407
11831,3203,2156
13373,0,685
10794,411,229
12852,79,2020
13098,1156,1066
13099,0,2897
13096,151,463
13097,109,2053
13094,182,292
13095,82,2404
13092,1066,648
13093,174,514
13090,119,136
9398,85,178
12262,3461,1636
10795,107,2482
12855,443,547
13580,0,70
9519,0,1466
12263,397,1590
10796,0,653
797,205,1332
796,0,3077
795,0,1208
794,0,72
793,581,2854
792,471,701
791,91,409
790,286,446
9388,0,1574
2145,0,1988
799,89,1966
798,98,676
2144,66,3079
12260,313,1076
10797,0,1661
2415,0,3122
12857,0,560
2414,0,899
13773,0,341
1139,0,2633
1138,1519,1414
13772,62,2290
1133,179,534
1132,0,353
1131,90,3181
1130,80,2893
1137,3256,1607
1136,1523,1432
1135,68,1279
1134,170,534
2419,0,70
12261,0,3482
10790,482,980
2418,0,1208
13777,0,239
12856,0,3674
13583,0,72
13776,0,674
7148,3672,2152
7149,218,1563
7144,445,1723
7145,698,1236
7146,366,1740
7147,106,238
7140,293,12896
7141,86,169
7142,1556,750
7143,1331,1255
12266,1251,876
10791,107,865
2149,0,1979
4973,178,2647
13779,434,273
8053,0,536
8052,607,1067
8051,367,1184
8050,112,3538
8057,71,145
8056,1519,412
8055,0,374
8054,73,819
8509,0,590
8508,676,2185
8059,192,2368
8058,4122,2032
12879,194,639
12267,0,1007
10792,136,892
11999,1719,1639
13585,0,1853
10457,99,2206
2882,0,1217
2883,203,888
2880,1782,8350
2881,1736,1032
2886,86,490
2887,2940,2836
2884,1352,1261
2885,96,1015
7492,108,2500
1072,1509,1435
2888,0,1022
2889,99,475
7496,0,248
7497,286,1614
7494,2456,1231
7495,324,4029
10793,0,2036
11998,0,2435
2,0,2264
13586,0,431
10456,190,3666
12265,253,2725
13587,0,515
11168,91,934
10455,165,2467
11169,170,993
3276,155,487
3277,2451,1815
1922,0,1319
1923,2139,1845
10454,377,311
1924,1724,830
3310,0,308
3273,0,1997
1926,93,1885
11160,995,491
1927,993,400
11161,157,1285
4761,2669,1877
4760,260,1198
4763,3253,3172
4762,3221,1992
4765,93,145
4764,0,1286
4767,324,279
4766,323,196
4769,693,592
4768,113,667
11249,0,161
11248,3419,1583
7189,1588,987
11245,0,233
11244,232,1479
11247,0,299
11246,198,2447
11241,192,1389
8767,127,3817
11243,0,1526
11242,0,1592
5809,100,1591
5808,1199,1099
12027,777,9377
5803,3069,2568
5802,125,3361
5801,108,1624
5800,1155,1060
5807,254,2470
5806,320,1794
5805,150,721
5804,0,119
1573,1228,1120
1572,90,217
1571,1691,933
10346,2125,2011
11799,464,897
1570,41,121
11793,237,1087
1577,196,1005
11791,0,950
11790,0,1958
11797,101,2461
11796,3550,3436
11795,773,673
1576,124,2584
1575,83,4066
1574,0,2078
13835,898,498
13831,0,212
8023,1694,1567
11990,494,699
13833,0,401
12314,97,274
4888,85,790
4889,2610,1374
10356,2633,2295
10357,0,665
2709,585,187
2708,507,373
10352,2924,1529
10353,118,4990
4880,239,160
4881,71,169
4882,91,670
2706,2415,2317
2701,184,1321
2700,88,208
2703,0,2075
4887,646,221
7962,0,1532
7960,192,1578
10689,673,3039
7966,89,595
7967,449,3934
7964,3330,3217
7965,0,4379
9177,394,674
9176,0,1565
7968,0,452
7969,1220,1114
9173,164,966
9172,136,595
9171,74,1756
9170,1598,873
13418,2876,2559
12745,153,1050
6259,2136,1458
6258,1996,1100
12318,0,230
12744,541,3398
6253,850,230
6252,985,814
6251,0,1472
6250,208,1008
6257,1715,1579
6256,2166,2062
6255,2365,1803
6254,1731,3712
10530,123,550
10531,0,497
10532,1192,476
10533,2695,2560
10534,233,4740
10535,0,206
10537,0,281
10538,0,281
2411,0,995
12834,3287,3181
12740,1301,1222
8545,1604,1486
9719,20,844
9718,0,1457
12743,0,2489
8016,1150,362
9713,629,478
9712,2029,1957
9711,0,1268
475,1096,997
9717,83,1555
8547,157,1605
9715,301,172
9714,1734,761
3474,609,3323
3475,351,2040
3476,72,1441
3477,3644,1817
3470,90,712
3471,0,1343
3472,966,693
3473,0,812
8884,3082,2995
8541,1399,606
838,1421,1309
839,97,178
3478,566,306
3479,204,1003
8882,5007,4786
8540,42,184
10920,4386,3491
8543,79,2728
8010,0,200
11623,234,1194
10925,146,285
7457,965,820
13658,1404,1330
8687,0,1592
11288,0,1100
11622,0,1691
7453,0,1793
9007,419,367
11431,733,221
5249,0,617
5248,239,7379
1728,0,1826
1729,0,71
1726,2981,2370
5244,93,961
1724,0,71
5246,70,232
5241,463,2195
1723,2601,882
1720,0,1679
1721,0,773
13135,0,2120
13134,2358,2266
13137,260,217
9004,0,260
13131,1823,805
13130,0,1100
13133,3016,2917
5626,95,2569
9003,1872,1593
11621,1496,1450
13139,628,378
13138,2357,1367
9002,0,1811
7931,132,2758
9001,0,362
7930,862,670
9000,0,1679
7933,137,282
3005,0,73
3004,308,4201
3007,0,332
3006,4508,2368
3001,465,776
3000,431,298
3003,0,443
3002,1077,967
7935,719,580
3009,0,71
3313,2015,1933
7934,75,7093
1588,3661,3571
3312,2015,1933
7937,0,3944
1582,0,84
1583,197,2085
1580,0,1802
1581,303,1954
1586,1247,798
1587,0,2582
1584,187,2502
3314,2017,1936
9106,4877,2637
3317,2050,1966
9107,522,3463
8633,2448,694
5480,0,914
9104,0,1589
9105,234,1026
13599,344,3396
9450,219,169
12128,3157,1507
9451,0,1421
9452,0,800
5658,2173,1617
5659,0,2672
5656,0,82
5657,128,241
5654,166,1471
2416,0,302
5652,0,1604
5653,0,608
5650,416,207
5651,96,1330
13342,2822,2361
13343,2902,2812
13340,0,1319
11625,2537,1532
13163,382,654
13346,7154,2973
13347,0,209
12481,395,3137
13344,94,133
13345,6787,2940
11624,2815,2713
13160,0,1019
13948,0,73
13348,1538,1450
12486,0,1046
13349,1701,1570
6419,856,733
6418,103,406
6415,749,664
6414,279,2432
6417,0,755
6416,0,653
6411,0,1973
6410,437,292
6413,0,1124
6412,366,2091
7777,258,169
7776,0,3995
7775,1939,1593
7774,149,697
7773,0,2261
7772,307,408
7771,144,1171
7770,2974,2722
12487,275,489
7779,0,197
7778,75,175
3917,1302,1234
3916,4435,3774
3915,1429,1165
3914,5348,5185
3913,0,1715
3912,108,1840
3911,0,2513
3910,2319,2221
12414,0,725
3919,0,266
3918,2219,1382
6730,81,3253
6731,1222,552
6732,0,974
6733,701,613
6734,3263,3128
6735,1027,1236
6736,500,2133
6737,232,145
6738,288,145
6739,326,127
12484,0,938
8318,0,4577
8319,5948,3666
10885,503,2957
11629,122,217
13167,921,304
3287,732,643
9929,2388,1947
12292,75,2278
9920,252,574
9921,0,2369
9922,0,1424
9923,2090,1785
9924,35,523
9925,66,352
9926,0,95
9927,0,2075
216,1633,640
217,1189,1090
214,248,1424
215,631,225
212,3122,2856
213,2281,1141
210,306,9208
211,99,190
11628,95,1609
10883,0,479
218,308,728
219,0,2771
11577,0,2309
6088,698,334
6089,372,9308
6086,267,172
6087,393,754
6084,0,1079
6085,0,71
6082,863,202
6083,0,3179
6080,0,3536
6081,1283,1772
11573,700,607
10889,114,976
12120,119,856
12830,537,619
12488,0,119
3649,103,1495
3648,1306,733
3647,0,512
3646,0,512
3645,0,1571
3644,1589,1242
3643,0,1130
3642,0,1130
3641,0,1130
3640,0,1907
2550,575,3875
2551,360,3345
2552,0,5051
2553,1442,1348
2554,2392,1398
2555,355,1278
2556,5433,5344
2557,18405,9284
2558,293,986
2559,1888,1786
10329,249,2316
12837,131,454
11476,0,1061
11477,0,167
11474,954,612
11475,214,600
11472,2325,2179
11473,1414,867
11470,155,681
11471,2330,2221
11478,0,1019
11479,0,73
5010,81,3079
5011,88,2344
5012,0,95
5013,0,524
5014,0,1952
5015,917,117
5016,0,95
5017,0,73
5018,0,1637
5019,0,599
12836,37,511
4419,1156,242
4418,750,571
4417,0,1157
4416,0,401
4415,0,2606
4414,0,590
4413,415,3390
4412,0,833
4411,76,694
4410,107,691
10644,939,850
919,0,146
918,0,269
9548,0,2915
9549,1538,1098
915,0,230
914,552,448
917,43,514
916,0,452
911,0,3059
910,1442,1297
913,589,457
912,556,442
12127,0,4100
10904,10750,6123
12208,0,593
13672,0,827
12126,873,621
12209,1352,590
13944,0,0
12839,5164,5020
10828,0,2027
11814,333,2237
11815,332,2255
11817,0,365
11810,310,2189
11811,160,127
11812,0,329
11813,264,2201
13946,0,0
11818,724,634
11819,0,1166
12838,2432,1419
10645,198,2566
7168,4143,3119
7169,1446,951
7162,917,835
7163,65,835
7160,256,178
7161,90,178
7166,71,895
7167,0,95
7164,4047,2143
7165,185,1611
8079,0,112
630,79,3208
12899,0,1322
11440,0,1148
631,0,5948
8071,1996,1855
8070,3471,3039
8073,2047,1951
8072,96,400
8075,217,900
632,2285,1475
8077,101,4609
8076,0,206
10088,333,235
12206,108,247
1211,132,271
634,1731,1651
13868,0,278
635,0,1430
12165,2945,1788
8888,2357,1195
1214,0,1361
12164,373,2367
11710,0,73
1215,1979,1903
12167,1795,1696
1111,1007,904
1110,738,637
1113,283,223
1112,0,176
1115,0,899
1114,285,549
1117,0,659
1440,0,1463
1119,577,487
1118,149,781
13650,0,494
12322,91,484
1449,453,3096
1448,547,1103
8889,350,880
4859,492,352
8636,126,910
2005,2737,4798
12200,1741,1347
4857,67,3532
4584,0,770
13618,117,2290
2008,478,4104
13619,95,2536
2009,3085,2977
8635,216,891
4581,76,1288
12201,668,604
4580,4844,4666
4725,179,1108
4583,146,2971
4724,283,1276
13865,326,509
8268,0,4811
4582,346,223
4727,869,582
8269,0,1742
8634,155,649
4726,0,3128
4721,101,346
4720,0,1223
8264,305,3800
2307,123,873
4789,2060,1975
4788,0,362
4787,752,490
4786,114,2191
4785,1276,1204
4722,0,392
4783,1089,534
4782,117,6313
4781,5877,3915
4780,95,1174
5821,1367,581
5820,160,1803
5823,0,1394
5822,112,1432
5825,3747,3640
5824,3239,1923
5827,2795,2632
5826,0,1526
5829,516,1907
5828,459,237
11261,269,1284
11260,3306,3214
11267,0,131
11266,0,81
11265,5103,4198
11264,0,416
10009,0,443
8632,1029,946
6916,542,238
8631,191,1269
10453,1424,1261
1182,0,1820
10452,0,551
10451,3719,2943
10450,2141,1674
11287,0,72
10109,148,282
8630,114,4171
11286,0,1565
10108,0,5021
199,370,226
198,0,1328
195,362,2243
194,1492,684
197,302,1322
196,2542,738
191,1182,1102
190,217,1341
193,585,926
192,1266,1078
11983,414,5173
10459,160,630
10458,0,281
10101,0,1604
10100,653,2217
12798,1264,561
12799,0,326
12792,0,365
12793,0,368
12790,242,1089
11985,0,1154
6912,0,392
12797,299,912
12794,0,368
12795,1326,921
9155,1916,986
9154,956,871
2769,329,917
2768,0,1679
9151,545,319
9150,0,2204
9153,987,868
9152,1028,916
2763,574,316
2762,4367,3636
10338,0,842
2760,1340,729
2767,4039,3627
2766,0,281
2765,0,269
2764,0,254
7908,0,674
7909,1090,1018
9489,1496,705
9488,112,1621
7900,0,134
7901,0,3584
6913,87,1018
7903,150,1267
7904,222,1050
7905,612,457
7906,318,199
7907,0,440
6271,3588,3096
6270,283,223
6273,0,1622
6272,197,3018
6275,2224,1301
6274,147,451
6277,0,125
6276,0,6443
6279,0,70
6278,0,122
8883,2803,1102
13532,0,82
13535,1156,522
1183,0,72
13534,3876,1980
9731,88,1720
9730,482,406
9733,0,2768
9732,148,6016
9735,195,2301
9734,1802,1034
9737,0,1328
9736,0,392
9739,277,1716
9738,220,294
13536,0,743
13793,0,101
13539,169,561
13792,1161,780
13538,517,349
13795,0,1850
13794,1726,205
854,0,134
3453,7835,4169
3450,0,2027
3451,631,4221
3456,5385,4132
3457,0,230
3454,90,301
3455,5410,4138
3458,114,262
3459,0,482
858,0,1337
859,0,134
13788,0,167
13799,124,289
